state,rank,payer,payer_slug,as_reported,parent_org,payer_kind,lobs,approx_share_pct,share_basis,notes
ME,2,Harvard Pilgrim Health Care (Point32Health),harvard-pilgrim-health-care,,Point32Health (Harvard Pilgrim + Tufts Health Plan),commercial,commercial,,"#2 commercial carrier; 9,346 small-group lives plus 2,163 via HPHC Insurance Company vs Anthem's 25,784 (Maine Bureau of Insurance Rule 945 financial results report, 2023).",Strong in group markets with the Maine Choice network. Point32Health announced merger plans with Big Y-region peers at various points - verify current entity name at credentialing.
ME,3,Martin's Point Generations Advantage,martin-s-point-generations-advantage,Martin's Point Generations Advantage (Martin's Point Health Care),"Martin's Point Health Care (Portland, ME nonprofit)",medicare_advantage,medicare_advantage|tricare,,"73,000+ MA enrollees across ME and NH (martinspoint.org, 2024-2026); the leading local MA plan in Maine and the state's only 5-star-rated local plans (CMS star ratings via martinspoint.org).",Also runs the US Family Health Plan (TRICARE Prime designated provider) for northern New England. Two separate products/credentialing tracks: Generations Advantage (MA) and USFHP (TRICARE).
ME,4,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,medicare_advantage,medicare_advantage|commercial,,"unverified: model knowledge (UHC is the other major MA carrier in Maine and holds a modest group book - 1,354 combined small-group lives per Maine BOI 2023 report; MA enrollment split not found).",MA (incl. AARP-branded plans) is the dominant Maine line; small commercial presence.
ME,5,Community Health Options,community-health-options,,"Independent CO-OP (Lewiston, ME)",commercial,commercial,,"6,341 small-group lives (Maine BOI Rule 945 report, 2023); a leading CoverME.gov individual-market carrier and the only Platinum-tier issuer (forhealthinsurance.com, 2026).",One of the last surviving ACA CO-OPs; individual + small group only.
ME,6,Aetna (CVS Health),aetna,,CVS Health,medicare_advantage,medicare_advantage|commercial,,unverified: model knowledge (Aetna expanded Maine MA offerings 2022-2025; employer ASO present; no published Maine share found).,MA plus national-account ASO lives.
ME,7,Cigna Healthcare,cigna-healthcare,,The Cigna Group,commercial,commercial,,unverified: model knowledge (ASO/national accounts only; no Maine-specific published share found).,Self-funded employer administration.
ME,8,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage,,unverified: model knowledge (Humana sells MA in Maine but trails UHC/Martin's Point/Aetna/Anthem; Humana announced county exits nationally for 2026 per KFF/Healthcare Dive 2025).,Verify 2026 county footprint before credentialing commitments - national MA pullbacks affected Maine counties.
ME,9,Wellcare (Centene),wellcare,WellCare (Centene),Centene Corporation,medicare_advantage,medicare_advantage,,unverified: model knowledge (small Maine MA book; standalone PDP excluded per instructions).,Minor MA presence; no Maine Medicaid (state is FFS) or commercial.
ME,10,Mending (formerly Taro Health),mending,,Mending Health,commercial,commercial,,"141 small-group lives and a direct-primary-care-model individual product in 10 of 16 counties (Maine BOI 2023 report; forhealthinsurance.com, 2026).",Very small niche marketplace carrier - included because Maine's medical-payer field is thin beyond the majors (no Medicaid MCOs exist to fill the list).
MI,1,Blue Cross Blue Shield of Michigan (incl. Blue Care Network),blue-cross-blue-shield-of-michigan,,Blue Cross Blue Shield of Michigan Mutual,commercial,commercial|medicare_advantage|managed_medicaid,50,"Share of the overall Michigan health insurance market ('nearly half' / 'half of the state's market'), Bridge Michigan reporting, 2025.",Overwhelmingly dominant: PPO (BCBSM) and HMO (Blue Care Network) are separate networks/credentialing tracks; Medicare Plus Blue MA-PPO is among the largest MA plans in the country. Medicaid flows through affiliate Blue Cross Complete (listed separately).
MI,2,Priority Health (Corewell Health),priority-health,,Corewell Health,commercial,commercial|medicare_advantage|managed_medicaid,13,"Share of the Michigan health insurance market, Bridge Michigan reporting, 2025.","~1.3M members; #2 statewide, strongest in West Michigan. Commercial + large MA book + Medicaid (Priority Health Choice, 2024 rebid winner)."
MI,3,Meridian Health Plan of Michigan (Centene),meridian-health-plan-of-michigan,,Centene Corporation,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,"No verified % from searches; largest Michigan Medicaid Health Plan by enrollment (~500k), retained statewide-scale footprint in the 2024 rebid (MDHHS awards, April 2024).","Centene's MI complex: Meridian (Medicaid), Ambetter (marketplace), Wellcare (MA). Detroit-metro anchor. Healthcare Dive noted minor regional losses in the 2024 rebid but it remains the largest MHP."
MI,4,Health Alliance Plan (Henry Ford Health),health-alliance-plan,,Henry Ford Health,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge - ~400-450k members, SE Michigan concentrated.","Henry Ford-owned; commercial + MA; Medicaid via HAP CareSource JV (2024 rebid winner). Note: HAP CareSource withdrew from the ACA individual marketplace for 2026 (~18.8k members, Detroit News Oct 2025)."
MI,5,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,unverified: model knowledge - national ASO + MA lives plus UHC Community Plan (2024 Medicaid rebid winner).,"Diversified: employer ASO, Medicare Advantage, and Medicaid MHP contract statewide."
MI,6,Molina Healthcare of Michigan,molina-healthcare-of-michigan,,Molina Healthcare,medicaid_mco,managed_medicaid|medicare_advantage|commercial,,"No verified % from searches; top-3 Michigan Medicaid MCO (~350-400k), 2024 rebid winner with minor regional losses (Healthcare Dive, April 2024).",Medicaid-led with marketplace and duals/MA books.
MI,7,Blue Cross Complete of Michigan,blue-cross-complete-of-michigan,,BCBSM / AmeriHealth Caritas joint venture,medicaid_mco,managed_medicaid,,unverified: model knowledge - ~250-300k Medicaid members; 2024 rebid winner (MDHHS award list verified).,Separate credentialing/network from BCBSM commercial - AmeriHealth Caritas operates it.
MI,8,McLaren Health Plan,mclaren-health-plan,,McLaren Health Care,medicaid_mco,managed_medicaid|commercial|medicare_advantage,,unverified: model knowledge - ~250k members across Medicaid + commercial; 2024 Medicaid rebid winner (verified).,"Provider-owned (McLaren system), Flint-based; Medicaid-led with a commercial HMO book."
MI,9,Aetna (CVS Health),aetna,,CVS Health,commercial,commercial|medicare_advantage|managed_medicaid,,"unverified: model knowledge - employer ASO + MA plus Aetna Better Health of Michigan (2024 Medicaid rebid winner, verified).",Diversified national carrier; Medicaid via Aetna Better Health.
MI,10,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage,,"unverified: model knowledge - top-tier MA carrier in Michigan (NerdWallet/MoneyGeek list Humana among leading MI MA carriers, 2026).","MA-only relevance in MI (no commercial group presence since exiting employer group). Upper Peninsula Health Plan is the regionally-critical Medicaid plan for the UP, just below this cut."
MN,1,Blue Cross and Blue Shield of Minnesota (incl. Blue Plus),blue-cross-and-blue-shield-of-minnesota,,Aware Integrated / BCBS of Minnesota (nonprofit),commercial,commercial|medicare_advantage|managed_medicaid,47.3,"Large-group fully-insured market share by premium, MN Dept. of Health Chartbook Section 4 (2023 data; individual 24.8%, small group 36.4%). All-lines share not published as one number.",Largest overall: dominant large-group book plus Blue Plus Medicaid (expanding - added Ramsey/Scott PMAP Jan 2025 and picked up UCare exit counties) and MA (Blue Cross Medicare Advantage/SecureBlue MSHO).
MN,2,HealthPartners,healthpartners,,"HealthPartners (integrated nonprofit, incl. Park Nicollet)",commercial,commercial|medicare_advantage|managed_medicaid,22.2,"Large-group fully-insured share by premium, MN Dept. of Health Chartbook (2023; small group 30.5%, individual 26.0%).",Integrated payer-provider (~1.8M medical members incl. WI). Commercial-led; MA (HealthPartners Journey); PMAP participation closed to new enrollees Dec 2024. MN's nonprofit-HMO history means local plans dominate all rankings.
MN,3,Medica,medica,,Medica (nonprofit),commercial,commercial|medicare_advantage|managed_medicaid,22.6,"Large-group fully-insured share by premium, MN Dept. of Health Chartbook (2023; individual 20.3%).",~1.3M+ members across MN + surrounding states; absorbed 300k+ UCare individual/family members in the Dec 2025 UCare rehabilitation (verified). Commercial + MA + PMAP/MSHO.
MN,4,UCare,ucare,,UCare Minnesota (independent nonprofit),medicaid_mco,managed_medicaid|medicare_advantage,,"No verified all-lines % from searches; historically one of the largest PMAP/MSHO and MA plans in MN (individual-market share was 26-27% before the 2025-26 exit, MDH Chartbook 2023).",CAUTION - in court-ordered rehabilitation since Dec 2025; individual/family plans transferred to Medica; exited PMAP/MinnesotaCare in 11 counties Sept 2025. Still a major Medicaid (PMAP/MSHO/SNBC) and MA payer during rehabilitation; monitor contract status for credentialing.
MN,5,UnitedHealthcare,unitedhealthcare,,"UnitedHealth Group (HQ in Minnetonka, MN)",commercial,commercial|medicare_advantage,,"unverified: model knowledge - large self-funded ASO lives (incl. its own MN-based employer book) + MA; MN's nonprofit-HMO law kept it out of fully-insured/HMO markets until the 2017 law change, so state fully-insured share is small.","Hometown national carrier; presence is ASO + Medicare Advantage, not MN Medicaid or the individual market."
MN,6,Humana,humana,,Humana Inc.,medicare_advantage,medicare_advantage,,unverified: model knowledge - among the larger MA/PDP carriers in MN.,Medicare Advantage only in MN.
MN,7,PreferredOne (Fairview / now part of Medica orbit),preferredone,,Fairview Health Services (PreferredOne Insurance Co.); administrative alignment with Medica,commercial,commercial,11.6,"Small-group fully-insured share by premium, MN Dept. of Health Chartbook (2023; large group 1.7%, individual ~1%).","Shrunken but still-credentialed commercial/TPA network, Twin Cities focused."
MN,8,PrimeWest Health,primewest-health,,County-based purchasing joint powers (24 west-central MN counties),medicaid_mco,managed_medicaid,,"unverified: model knowledge - county-based purchasing plan, tens of thousands of MHCP enrollees; contract participation verified via MN DHS 2025 plan list.",Medicaid-only county plan (PMAP/MSHO/SNBC) - mandatory payer for rural west-central MN credentialing.
MN,9,South Country Health Alliance,south-country-health-alliance,,County-based purchasing joint powers (southern MN counties),medicaid_mco,managed_medicaid,,unverified: model knowledge - county-based purchasing plan; contract participation verified via MN DHS 2025 plan list.,Medicaid-only county plan for southern MN counties.
MN,10,Hennepin Health,hennepin-health,,Hennepin County / Hennepin Healthcare System,medicaid_mco,managed_medicaid,,unverified: model knowledge - county-owned safety-net MCO (~35k) serving Hennepin County PMAP/SNBC; contract participation verified via MN DHS 2025 plan list.,Minneapolis safety-net plan. IMCare (Itasca County) and Quartz (SW MN individual market) sit just below this cut; Sanford Health Plan serves border counties.
MO,1,Anthem Blue Cross and Blue Shield of Missouri (Elevance),anthem-blue-cross-and-blue-shield-of-missouri,Anthem Blue Cross and Blue Shield Missouri (Elevance Health),Elevance Health,commercial,commercial|medicare_advantage|managed_medicaid,,No verified all-lines % from searches; consistently the largest MO commercial carrier in AMA/Becker's largest-insurer-by-state analyses (2024). Blue licensee for Missouri EXCEPT the 32-county KC metro area.,MO NOTE: two Blue licensees - Anthem holds most of the state (incl. St. Louis); Blue KC holds greater Kansas City. Anthem also runs Healthy Blue (MO HealthNet MCO) and MA plans.
MO,2,UnitedHealthcare,unitedhealthcare,,UnitedHealth Group,commercial,commercial|medicare_advantage|managed_medicaid,,unverified: model knowledge - large ASO/fully-insured + MA books; only carrier covering every MO county on the 2026 ACA exchange (forhealthinsurance.com); one of the three MO HealthNet MCOs (verified mydss.mo.gov).,"Full-line presence: commercial, MA, managed Medicaid."
MO,3,Blue Cross and Blue Shield of Kansas City (Blue KC),blue-cross-and-blue-shield-of-kansas-city,,Blue Cross and Blue Shield of Kansas City (independent licensee),commercial,commercial|medicare_advantage,,unverified: model knowledge - ~1M members across its 32-county KC-metro service area (both MO and KS sides); dominant commercial carrier in that metro (AMA metro-level data pattern).,"The second MO Blue licensee - KC metro only. Exited ACA individual market 2018, re-entered 2022; lowering 2026 exchange rates across 30 western MO counties (forhealthinsurance.com)."
